id,Location,AQI,Grade,Pollutant,Airquality,Year_Month,Day
446,怀柔镇,37,I,-,优,2013-2,14
447,西直门北大街,142,III,细颗粒物,轻度污染,2013-2,14
448,南三环西路,119,III,细颗粒物,轻度污染,2013-2,14
449,京东北密云水库,31,I,-,优,2013-2,14
450,东城东四,50,I,-,优,2013-2,15
451,西城万寿西宫,49,I,-,优,2013-2,15
452,朝阳奥体中心,52,II,细颗粒物,良,2013-2,15
453,海淀北京植物园,55,II,细颗粒物,良,2013-2,15
454,丰台花园,60,II,二氧化氮,良,2013-2,15
455,通州新城,62,II,细颗粒物,良,2013-2,15
456,怀柔镇,62,II,细颗粒物,良,2013-2,15
457,西直门北大街,68,II,二氧化氮,良,2013-2,15
458,南三环西路,79,II,二氧化氮,良,2013-2,15
459,京东北密云水库,36,I,-,优,2013-2,15
460,东城东四,159,IV,细颗粒物,中度污染,2013-2,16
461,西城万寿西宫,149,III,细颗粒物,轻度污染,2013-2,16
462,朝阳奥体中心,149,III,细颗粒物,轻度污染,2013-2,16
463,海淀北京植物园,132,III,细颗粒物,轻度污染,2013-2,16
464,丰台花园,152,IV,细颗粒物,中度污染,2013-2,16
465,通州新城,156,IV,细颗粒物,中度污染,2013-2,16
466,怀柔镇,162,IV,细颗粒物,中度污染,2013-2,16
467,西直门北大街,163,IV,细颗粒物,中度污染,2013-2,16
468,南三环西路,156,IV,细颗粒物,中度污染,2013-2,16
469,京东北密云水库,133,III,细颗粒物,轻度污染,2013-2,16
470,东城东四,133,III,细颗粒物,轻度污染,2013-2,17
471,西城万寿西宫,117,III,细颗粒物,轻度污染,2013-2,17
472,朝阳奥体中心,124,III,细颗粒物,轻度污染,2013-2,17
473,海淀北京植物园,95,II,细颗粒物,良,2013-2,17
474,丰台花园,113,III,细颗粒物,轻度污染,2013-2,17
475,通州新城,127,III,细颗粒物,轻度污染,2013-2,17
476,怀柔镇,129,III,细颗粒物,轻度污染,2013-2,17
477,西直门北大街,124,III,细颗粒物,轻度污染,2013-2,17
478,南三环西路,133,III,细颗粒物,轻度污染,2013-2,17
479,京东北密云水库,117,III,细颗粒物,轻度污染,2013-2,17
480,东城东四,47,I,-,优,2013-2,18
481,西城万寿西宫,45,I,-,优,2013-2,18
482,朝阳奥体中心,45,I,-,优,2013-2,18
483,海淀北京植物园,43,I,-,优,2013-2,18
484,丰台花园,59,II,二氧化氮,良,2013-2,18
485,通州新城,39,I,-,优,2013-2,18
486,怀柔镇,39,I,-,优,2013-2,18
487,西直门北大街,64,II,二氧化氮,良,2013-2,18
488,南三环西路,75,II,二氧化氮,良,2013-2,18
489,京东北密云水库,42,I,-,优,2013-2,18
490,东城东四,45,I,-,优,2013-2,19
491,西城万寿西宫,47,I,-,优,2013-2,19
492,朝阳奥体中心,48,I,-,优,2013-2,19
493,海淀北京植物园,41,I,-,优,2013-2,19
494,丰台花园,64,II,二氧化氮,良,2013-2,19
495,通州新城,46,I,-,优,2013-2,19
496,怀柔镇,45,I,-,优,2013-2,19
497,西直门北大街,65,II,二氧化氮,良,2013-2,19
498,南三环西路,75,II,二氧化氮,良,2013-2,19
499,京东北密云水库,40,I,-,优,2013-2,19
500,东城东四,90,II,细颗粒物,良,2013-2,20
501,西城万寿西宫,110,III,细颗粒物,轻度污染,2013-2,20
502,朝阳奥体中心,87,II,细颗粒物,良,2013-2,20
503,海淀北京植物园,77,II,细颗粒物,良,2013-2,20
504,丰台花园,129,III,细颗粒物,轻度污染,2013-2,20
505,通州新城,118,III,细颗粒物,轻度污染,2013-2,20
506,怀柔镇,77,II,细颗粒物,良,2013-2,20
507,西直门北大街,95,II,细颗粒物,良,2013-2,20
508,南三环西路,125,III,细颗粒物,轻度污染,2013-2,20
509,京东北密云水库,62,II,细颗粒物,良,2013-2,20
510,东城东四,233,V,细颗粒物,重度污染,2013-2,21
511,西城万寿西宫,226,V,细颗粒物,重度污染,2013-2,21
512,朝阳奥体中心,228,V,细颗粒物,重度污染,2013-2,21
513,海淀北京植物园,204,V,细颗粒物,重度污染,2013-2,21
514,丰台花园,237,V,细颗粒物,重度污染,2013-2,21
515,通州新城,217,V,细颗粒物,重度污染,2013-2,21
516,怀柔镇,183,IV,细颗粒物,中度污染,2013-2,21
517,西直门北大街,231,V,细颗粒物,重度污染,2013-2,21
518,南三环西路,251,V,细颗粒物,重度污染,2013-2,21
519,京东北密云水库,120,III,细颗粒物,轻度污染,2013-2,21
520,东城东四,82,II,细颗粒物,良,2013-2,22
521,西城万寿西宫,59,II,二氧化氮,良,2013-2,22
522,朝阳奥体中心,90,II,细颗粒物,良,2013-2,22
523,海淀北京植物园,51,II,臭氧8小时,良,2013-2,22
524,丰台花园,69,II,二氧化氮,良,2013-2,22
525,通州新城,107,III,细颗粒物,轻度污染,2013-2,22
526,怀柔镇,62,II,细颗粒物,良,2013-2,22
527,西直门北大街,88,II,二氧化氮,良,2013-2,22
528,南三环西路,87,II,二氧化氮,良,2013-2,22
529,京东北密云水库,55,II,细颗粒物,良,2013-2,22
530,东城东四,176,IV,细颗粒物,中度污染,2013-2,23
531,西城万寿西宫,201,V,细颗粒物,重度污染,2013-2,23
532,朝阳奥体中心,145,III,细颗粒物,轻度污染,2013-2,23
533,海淀北京植物园,115,III,细颗粒物,轻度污染,2013-2,23
534,丰台花园,211,V,细颗粒物,重度污染,2013-2,23
535,通州新城,165,IV,细颗粒物,中度污染,2013-2,23
536,怀柔镇,74,II,细颗粒物,良,2013-2,23
537,西直门北大街,169,IV,细颗粒物,中度污染,2013-2,23
538,南三环西路,225,V,细颗粒物,重度污染,2013-2,23
539,京东北密云水库,43,I,-,优,2013-2,23
540,东城东四,346,VI,细颗粒物,重度污染,2013-2,24
541,西城万寿西宫,345,VI,细颗粒物,重度污染,2013-2,24
542,朝阳奥体中心,333,VI,细颗粒物,重度污染,2013-2,24
543,海淀北京植物园,258,V,细颗粒物,重度污染,2013-2,24
544,丰台花园,343,VI,细颗粒物,重度污染,2013-2,24
545,通州新城,261,V,细颗粒物,重度污染,2013-2,24
546,怀柔镇,224,V,细颗粒物,重度污染,2013-2,24
547,西直门北大街,329,VI,细颗粒物,重度污染,2013-2,24
548,南三环西路,361,VI,细颗粒物,重度污染,2013-2,24
549,京东北密云水库,135,III,细颗粒物,轻度污染,2013-2,24
550,东城东四,169,IV,细颗粒物,中度污染,2013-2,25
551,西城万寿西宫,178,IV,细颗粒物,中度污染,2013-2,25
552,朝阳奥体中心,200,IV,细颗粒物,中度污染,2013-2,25
553,海淀北京植物园,193,IV,细颗粒物,中度污染,2013-2,25
554,丰台花园,175,IV,细颗粒物,中度污染,2013-2,25
555,通州新城,144,III,细颗粒物,轻度污染,2013-2,25
556,怀柔镇,218,V,细颗粒物,重度污染,2013-2,25
557,西直门北大街,180,IV,细颗粒物,中度污染,2013-2,25
558,南三环西路,182,IV,细颗粒物,中度污染,2013-2,25
559,京东北密云水库,207,V,细颗粒物,重度污染,2013-2,25
560,东城东四,256,V,细颗粒物,重度污染,2013-2,26
561,西城万寿西宫,246,V,细颗粒物,重度污染,2013-2,26
562,朝阳奥体中心,247,V,细颗粒物,重度污染,2013-2,26
563,海淀北京植物园,218,V,细颗粒物,重度污染,2013-2,26
564,丰台花园,247,V,细颗粒物,重度污染,2013-2,26
565,通州新城,246,V,细颗粒物,重度污染,2013-2,26
566,怀柔镇,210,V,细颗粒物,重度污染,2013-2,26
567,西直门北大街,247,V,细颗粒物,重度污染,2013-2,26
568,南三环西路,247,V,细颗粒物,重度污染,2013-2,26
569,京东北密云水库,159,IV,细颗粒物,中度污染,2013-2,26
570,东城东四,271,V,细颗粒物,重度污染,2013-2,27
571,西城万寿西宫,295,V,细颗粒物,重度污染,2013-2,27
572,朝阳奥体中心,268,V,细颗粒物,重度污染,2013-2,27
573,海淀北京植物园,179,IV,细颗粒物,中度污染,2013-2,27
574,丰台花园,291,V,细颗粒物,重度污染,2013-2,27
575,通州新城,239,V,细颗粒物,重度污染,2013-2,27
576,怀柔镇,129,III,细颗粒物,轻度污染,2013-2,27
577,西直门北大街,278,V,细颗粒物,重度污染,2013-2,27
578,南三环西路,321,VI,细颗粒物,重度污染,2013-2,27
579,京东北密云水库,99,II,细颗粒物,良,2013-2,27
580,东城东四,285,V,可吸入颗粒物,重度污染,2013-2,28
581,西城万寿西宫,274,V,细颗粒物,重度污染,2013-2,28
582,朝阳奥体中心,286,V,可吸入颗粒物,重度污染,2013-2,28
583,海淀北京植物园,211,V,细颗粒物,重度污染,2013-2,28
584,丰台花园,276,V,细颗粒物,重度污染,2013-2,28
585,通州新城,257,V,细颗粒物,重度污染,2013-2,28
586,怀柔镇,237,V,细颗粒物,重度污染,2013-2,28
587,西直门北大街,252,V,细颗粒物,重度污染,2013-2,28
588,南三环西路,328,VI,可吸入颗粒物,重度污染,2013-2,28
589,京东北密云水库,198,IV,细颗粒物,中度污染,2013-2,28
590,东城东四,44,I,-,优,2013-3,1
591,西城万寿西宫,34,I,-,优,2013-3,1
592,朝阳奥体中心,38,I,-,优,2013-3,1
593,海淀北京植物园,46,I,-,优,2013-3,1
594,丰台花园,38,I,-,优,2013-3,1
595,通州新城,40,I,-,优,2013-3,1
596,怀柔镇,45,I,-,优,2013-3,1
597,西直门北大街,49,I,-,优,2013-3,1
598,南三环西路,45,I,-,优,2013-3,1
599,京东北密云水库,45,I,-,优,2013-3,1
600,东城东四,77,II,二氧化氮,良,2013-3,2
601,西城万寿西宫,67,II,二氧化氮,良,2013-3,2
602,朝阳奥体中心,87,II,二氧化氮,良,2013-3,2
603,海淀北京植物园,60,II,二氧化氮,良,2013-3,2
604,丰台花园,87,II,二氧化氮,良,2013-3,2
605,通州新城,80,II,细颗粒物,良,2013-3,2
606,怀柔镇,64,II,二氧化氮,良,2013-3,2
607,西直门北大街,87,II,二氧化氮,良,2013-3,2
608,南三环西路,80,II,二氧化氮,良,2013-3,2
609,京东北密云水库,42,I,-,优,2013-3,2
610,东城东四,124,III,细颗粒物,轻度污染,2013-3,3
611,西城万寿西宫,120,III,细颗粒物,轻度污染,2013-3,3
612,朝阳奥体中心,100,II,二氧化氮,良,2013-3,3
613,海淀北京植物园,64,II,细颗粒物,良,2013-3,3
614,丰台花园,122,III,细颗粒物,轻度污染,2013-3,3
615,通州新城,196,IV,细颗粒物,中度污染,2013-3,3
616,怀柔镇,77,II,细颗粒物,良,2013-3,3
617,西直门北大街,103,III,二氧化氮,轻度污染,2013-3,3
618,南三环西路,138,III,细颗粒物,轻度污染,2013-3,3
619,京东北密云水库,57,II,细颗粒物,良,2013-3,3
620,东城东四,59,II,二氧化氮,良,2013-3,4
621,西城万寿西宫,54,II,二氧化氮,良,2013-3,4
622,朝阳奥体中心,59,II,二氧化氮,良,2013-3,4
623,海淀北京植物园,49,I,-,优,2013-3,4
624,丰台花园,78,II,二氧化氮,良,2013-3,4
625,通州新城,47,I,-,优,2013-3,4
626,怀柔镇,46,I,-,优,2013-3,4
627,西直门北大街,74,II,二氧化氮,良,2013-3,4
628,南三环西路,82,II,二氧化氮,良,2013-3,4
629,京东北密云水库,47,I,-,优,2013-3,4
630,东城东四,217,V,细颗粒物,重度污染,2013-3,5
631,西城万寿西宫,210,V,细颗粒物,重度污染,2013-3,5
632,朝阳奥体中心,211,V,细颗粒物,重度污染,2013-3,5
633,海淀北京植物园,169,IV,细颗粒物,中度污染,2013-3,5
634,丰台花园,211,V,细颗粒物,重度污染,2013-3,5
635,通州新城,221,V,细颗粒物,重度污染,2013-3,5
636,怀柔镇,165,IV,细颗粒物,中度污染,2013-3,5
637,西直门北大街,212,V,细颗粒物,重度污染,2013-3,5
638,南三环西路,230,V,细颗粒物,重度污染,2013-3,5
639,京东北密云水库,115,III,细颗粒物,轻度污染,2013-3,5
640,东城东四,257,V,细颗粒物,重度污染,2013-3,6
641,西城万寿西宫,261,V,细颗粒物,重度污染,2013-3,6
642,朝阳奥体中心,270,V,细颗粒物,重度污染,2013-3,6
643,海淀北京植物园,232,V,细颗粒物,重度污染,2013-3,6
644,丰台花园,271,V,细颗粒物,重度污染,2013-3,6
645,通州新城,271,V,细颗粒物,重度污染,2013-3,6
646,怀柔镇,225,V,细颗粒物,重度污染,2013-3,6
647,西直门北大街,279,V,细颗粒物,重度污染,2013-3,6
648,南三环西路,279,V,细颗粒物,重度污染,2013-3,6
649,京东北密云水库,160,IV,细颗粒物,中度污染,2013-3,6
650,东城东四,343,VI,细颗粒物,重度污染,2013-3,7
651,西城万寿西宫,328,VI,细颗粒物,重度污染,2013-3,7
652,朝阳奥体中心,322,VI,细颗粒物,重度污染,2013-3,7
653,海淀北京植物园,226,V,细颗粒物,重度污染,2013-3,7
654,丰台花园,334,VI,细颗粒物,重度污染,2013-3,7
655,通州新城,405,VI,细颗粒物,重度污染,2013-3,7
656,怀柔镇,255,V,细颗粒物,重度污染,2013-3,7
657,西直门北大街,321,VI,细颗粒物,重度污染,2013-3,7
658,南三环西路,361,VI,细颗粒物,重度污染,2013-3,7
659,京东北密云水库,210,V,细颗粒物,重度污染,2013-3,7
660,东城东四,239,V,细颗粒物,重度污染,2013-3,8
661,西城万寿西宫,258,V,细颗粒物,重度污染,2013-3,8
662,朝阳奥体中心,259,V,细颗粒物,重度污染,2013-3,8
663,海淀北京植物园,209,V,细颗粒物,重度污染,2013-3,8
664,丰台花园,265,V,细颗粒物,重度污染,2013-3,8
665,通州新城,291,V,细颗粒物,重度污染,2013-3,8
666,怀柔镇,239,V,细颗粒物,重度污染,2013-3,8
667,西直门北大街,270,V,细颗粒物,重度污染,2013-3,8
668,南三环西路,303,VI,细颗粒物,重度污染,2013-3,8
669,京东北密云水库,208,V,细颗粒物,重度污染,2013-3,8
670,东城东四,142,III,可吸入颗粒物,轻度污染,2013-3,9
671,西城万寿西宫,142,III,可吸入颗粒物,轻度污染,2013-3,9
672,朝阳奥体中心,146,III,可吸入颗粒物,轻度污染,2013-3,9
673,海淀北京植物园,166,IV,可吸入颗粒物,中度污染,2013-3,9
674,丰台花园,163,IV,可吸入颗粒物,中度污染,2013-3,9
675,通州新城,164,IV,可吸入颗粒物,中度污染,2013-3,9
676,怀柔镇,95,II,可吸入颗粒物,良,2013-3,9
677,西直门北大街,174,IV,可吸入颗粒物,中度污染,2013-3,9
678,南三环西路,176,IV,可吸入颗粒物,中度污染,2013-3,9
679,京东北密云水库,86,II,可吸入颗粒物,良,2013-3,9
680,东城东四,68,II,二氧化氮,良,2013-3,10
681,西城万寿西宫,58,II,二氧化氮,良,2013-3,10
682,朝阳奥体中心,65,II,二氧化氮,良,2013-3,10
683,海淀北京植物园,51,II,臭氧8小时;可吸入颗粒,良,2013-3,10
684,丰台花园,72,II,二氧化氮,良,2013-3,10
685,通州新城,75,II,二氧化氮,良,2013-3,10
686,怀柔镇,65,II,细颗粒物,良,2013-3,10
687,西直门北大街,83,II,二氧化氮,良,2013-3,10
688,南三环西路,78,II,二氧化氮,良,2013-3,10
689,京东北密云水库,43,I,-,优,2013-3,10
690,东城东四,155,IV,细颗粒物,中度污染,2013-3,11
691,西城万寿西宫,158,IV,细颗粒物,中度污染,2013-3,11
692,朝阳奥体中心,163,IV,细颗粒物,中度污染,2013-3,11
693,海淀北京植物园,169,IV,细颗粒物,中度污染,2013-3,11
694,丰台花园,173,IV,细颗粒物,中度污染,2013-3,11
695,通州新城,170,IV,细颗粒物,中度污染,2013-3,11
696,怀柔镇,162,IV,细颗粒物,中度污染,2013-3,11
697,西直门北大街,172,IV,细颗粒物,中度污染,2013-3,11
698,南三环西路,178,IV,细颗粒物,中度污染,2013-3,11
699,京东北密云水库,113,III,细颗粒物,轻度污染,2013-3,11
700,东城东四,163,IV,细颗粒物,中度污染,2013-3,12
701,西城万寿西宫,159,IV,细颗粒物,中度污染,2013-3,12
702,朝阳奥体中心,158,IV,细颗粒物,中度污染,2013-3,12
703,海淀北京植物园,156,IV,细颗粒物,中度污染,2013-3,12
704,丰台花园,162,IV,细颗粒物,中度污染,2013-3,12
705,通州新城,165,IV,细颗粒物,中度污染,2013-3,12
706,怀柔镇,130,III,细颗粒物,轻度污染,2013-3,12
707,西直门北大街,168,IV,细颗粒物,中度污染,2013-3,12
708,南三环西路,182,IV,细颗粒物,中度污染,2013-3,12
709,京东北密云水库,98,II,细颗粒物,良,2013-3,12
710,东城东四,47,I,-,优,2013-3,13
711,西城万寿西宫,45,I,-,优,2013-3,13
712,朝阳奥体中心,48,I,-,优,2013-3,13
713,海淀北京植物园,44,I,-,优,2013-3,13
714,丰台花园,53,II,二氧化氮,良,2013-3,13
715,通州新城,41,I,-,优,2013-3,13
716,怀柔镇,43,I,-,优,2013-3,13
717,西直门北大街,62,II,二氧化氮,良,2013-3,13
718,南三环西路,64,II,二氧化氮,良,2013-3,13
719,京东北密云水库,46,I,-,优,2013-3,13
720,东城东四,133,III,细颗粒物,轻度污染,2013-3,14
721,西城万寿西宫,117,III,细颗粒物,轻度污染,2013-3,14
722,朝阳奥体中心,130,III,细颗粒物,轻度污染,2013-3,14
723,海淀北京植物园,138,III,细颗粒物,轻度污染,2013-3,14
724,丰台花园,130,III,细颗粒物,轻度污染,2013-3,14
725,通州新城,128,III,细颗粒物,轻度污染,2013-3,14
726,怀柔镇,148,III,细颗粒物,轻度污染,2013-3,14
727,西直门北大街,140,III,细颗粒物,轻度污染,2013-3,14
728,南三环西路,143,III,细颗粒物,轻度污染,2013-3,14
729,京东北密云水库,117,III,细颗粒物,轻度污染,2013-3,14
730,东城东四,278,V,细颗粒物,重度污染,2013-3,15
731,西城万寿西宫,250,V,细颗粒物,重度污染,2013-3,15
732,朝阳奥体中心,286,V,细颗粒物,重度污染,2013-3,15
733,海淀北京植物园,262,V,细颗粒物,重度污染,2013-3,15
734,丰台花园,279,V,细颗粒物,重度污染,2013-3,15
735,通州新城,302,VI,细颗粒物,重度污染,2013-3,15
736,怀柔镇,278,V,细颗粒物,重度污染,2013-3,15
737,西直门北大街,284,V,细颗粒物,重度污染,2013-3,15
738,南三环西路,285,V,细颗粒物,重度污染,2013-3,15
739,京东北密云水库,232,V,细颗粒物,重度污染,2013-3,15
740,东城东四,285,V,细颗粒物,重度污染,2013-3,16
741,西城万寿西宫,272,V,细颗粒物,重度污染,2013-3,16
742,朝阳奥体中心,287,V,细颗粒物,重度污染,2013-3,16
743,海淀北京植物园,269,V,细颗粒物,重度污染,2013-3,16
744,丰台花园,291,V,细颗粒物,重度污染,2013-3,16
745,通州新城,303,VI,细颗粒物,重度污染,2013-3,16
746,怀柔镇,282,V,细颗粒物,重度污染,2013-3,16
747,西直门北大街,303,VI,细颗粒物,重度污染,2013-3,16
748,南三环西路,311,VI,细颗粒物,重度污染,2013-3,16
749,京东北密云水库,251,V,细颗粒物,重度污染,2013-3,16
750,东城东四,353,VI,细颗粒物,重度污染,2013-3,17
751,西城万寿西宫,336,VI,细颗粒物,重度污染,2013-3,17
752,朝阳奥体中心,346,VI,细颗粒物,重度污染,2013-3,17
753,海淀北京植物园,332,VI,细颗粒物,重度污染,2013-3,17
754,丰台花园,354,VI,细颗粒物,重度污染,2013-3,17
755,通州新城,375,VI,细颗粒物,重度污染,2013-3,17
756,怀柔镇,338,VI,细颗粒物,重度污染,2013-3,17
757,西直门北大街,379,VI,细颗粒物,重度污染,2013-3,17
758,南三环西路,392,VI,细颗粒物,重度污染,2013-3,17
759,京东北密云水库,321,VI,细颗粒物,重度污染,2013-3,17
760,东城东四,64,II,细颗粒物,良,2013-3,18
761,西城万寿西宫,74,II,细颗粒物,良,2013-3,18
762,朝阳奥体中心,69,II,细颗粒物,良,2013-3,18
763,海淀北京植物园,57,II,可吸入颗粒物,良,2013-3,18
764,丰台花园,77,II,细颗粒物,良,2013-3,18
765,通州新城,114,III,细颗粒物,轻度污染,2013-3,18
766,怀柔镇,105,III,细颗粒物,轻度污染,2013-3,18
767,西直门北大街,79,II,可吸入颗粒物,良,2013-3,18
768,南三环西路,90,II,细颗粒物,良,2013-3,18
769,京东北密云水库,83,II,细颗粒物,良,2013-3,18
770,东城东四,67,II,二氧化氮,良,2013-3,19
771,西城万寿西宫,57,II,细颗粒物,良,2013-3,19
772,朝阳奥体中心,62,II,二氧化氮,良,2013-3,19
773,海淀北京植物园,58,II,二氧化氮;细颗粒物,良,2013-3,19
774,丰台花园,58,II,二氧化氮;细颗粒物,良,2013-3,19
