id,Location,AQI,Grade,Pollutant,Airquality,Year_Month,Day
2558,海淀北京植物园,118,III1,可吸入颗粒物,轻微污染,2012-9,1
2559,丰台花园,129,III1,可吸入颗粒物,轻微污染,2012-9,1
2560,通州新城,119,III1,可吸入颗粒物,轻微污染,2012-9,1
2561,怀柔镇,136,III1,可吸入颗粒物,轻微污染,2012-9,1
2562,东城东四,54,II,可吸入颗粒物,良,2012-9,2
2563,西城万寿西宫,48,I,-,优,2012-9,2
2564,朝阳奥体中心,55,II,可吸入颗粒物,良,2012-9,2
2565,海淀北京植物园,46,I,-,优,2012-9,2
2566,丰台花园,50,I,-,优,2012-9,2
2567,通州新城,52,II,可吸入颗粒物,良,2012-9,2
2568,怀柔镇,53,II,可吸入颗粒物,良,2012-9,2
2569,东城东四,10,I,-,优,2012-9,3
2570,西城万寿西宫,15,I,-,优,2012-9,3
2571,朝阳奥体中心,18,I,-,优,2012-9,3
2572,海淀北京植物园,9,I,-,优,2012-9,3
2573,丰台花园,22,I,-,优,2012-9,3
2574,通州新城,11,I,-,优,2012-9,3
2575,怀柔镇,5,I,-,优,2012-9,3
2576,东城东四,25,I,-,优,2012-9,4
2577,西城万寿西宫,15,I,-,优,2012-9,4
2578,朝阳奥体中心,23,I,-,优,2012-9,4
2579,海淀北京植物园,14,I,-,优,2012-9,4
2580,丰台花园,30,I,-,优,2012-9,4
2581,通州新城,25,I,-,优,2012-9,4
2582,怀柔镇,11,I,-,优,2012-9,4
2583,东城东四,47,I,-,优,2012-9,5
2584,西城万寿西宫,56,II,可吸入颗粒物,良,2012-9,5
2585,朝阳奥体中心,52,II,可吸入颗粒物,良,2012-9,5
2586,海淀北京植物园,39,I,-,优,2012-9,5
2587,丰台花园,63,II,可吸入颗粒物,良,2012-9,5
2588,通州新城,60,II,可吸入颗粒物,良,2012-9,5
2589,怀柔镇,29,I,-,优,2012-9,5
2590,东城东四,69,II,可吸入颗粒物,良,2012-9,6
2591,西城万寿西宫,73,II,可吸入颗粒物,良,2012-9,6
2592,朝阳奥体中心,75,II,可吸入颗粒物,良,2012-9,6
2593,海淀北京植物园,61,II,可吸入颗粒物,良,2012-9,6
2594,丰台花园,70,II,可吸入颗粒物,良,2012-9,6
2595,通州新城,60,II,可吸入颗粒物,良,2012-9,6
2596,怀柔镇,59,II,可吸入颗粒物,良,2012-9,6
2597,东城东四,76,II,可吸入颗粒物,良,2012-9,7
2598,西城万寿西宫,78,II,可吸入颗粒物,良,2012-9,7
2599,朝阳奥体中心,79,II,可吸入颗粒物,良,2012-9,7
2600,海淀北京植物园,72,II,可吸入颗粒物,良,2012-9,7
2601,丰台花园,74,II,可吸入颗粒物,良,2012-9,7
2602,通州新城,65,II,可吸入颗粒物,良,2012-9,7
2603,怀柔镇,76,II,可吸入颗粒物,良,2012-9,7
2604,东城东四,46,I,-,优,2012-9,8
2605,西城万寿西宫,42,I,-,优,2012-9,8
2606,朝阳奥体中心,48,I,-,优,2012-9,8
2607,海淀北京植物园,38,I,-,优,2012-9,8
2608,丰台花园,45,I,-,优,2012-9,8
2609,通州新城,41,I,-,优,2012-9,8
2610,怀柔镇,28,I,-,优,2012-9,8
2611,东城东四,84,II,可吸入颗粒物,良,2012-9,9
2612,西城万寿西宫,78,II,可吸入颗粒物,良,2012-9,9
2613,朝阳奥体中心,93,II,可吸入颗粒物,良,2012-9,9
2614,海淀北京植物园,62,II,可吸入颗粒物,良,2012-9,9
2615,丰台花园,81,II,可吸入颗粒物,良,2012-9,9
2616,通州新城,70,II,可吸入颗粒物,良,2012-9,9
2617,怀柔镇,63,II,可吸入颗粒物,良,2012-9,9
2618,东城东四,96,II,可吸入颗粒物,良,2012-9,10
2619,西城万寿西宫,96,II,可吸入颗粒物,良,2012-9,10
2620,朝阳奥体中心,111,III1,可吸入颗粒物,轻微污染,2012-9,10
2621,海淀北京植物园,83,II,可吸入颗粒物,良,2012-9,10
2622,丰台花园,105,III1,可吸入颗粒物,轻微污染,2012-9,10
2623,通州新城,85,II,可吸入颗粒物,良,2012-9,10
2624,怀柔镇,80,II,可吸入颗粒物,良,2012-9,10
2625,东城东四,89,II,可吸入颗粒物,良,2012-9,11
2626,西城万寿西宫,92,II,可吸入颗粒物,良,2012-9,11
2627,朝阳奥体中心,96,II,可吸入颗粒物,良,2012-9,11
2628,海淀北京植物园,86,II,可吸入颗粒物,良,2012-9,11
2629,丰台花园,90,II,可吸入颗粒物,良,2012-9,11
2630,通州新城,80,II,可吸入颗粒物,良,2012-9,11
2631,怀柔镇,96,II,可吸入颗粒物,良,2012-9,11
2632,东城东四,51,II,可吸入颗粒物,良,2012-9,12
2633,西城万寿西宫,36,I,-,优,2012-9,12
2634,朝阳奥体中心,43,I,-,优,2012-9,12
2635,海淀北京植物园,32,I,-,优,2012-9,12
2636,丰台花园,57,II,可吸入颗粒物,良,2012-9,12
2637,通州新城,51,II,可吸入颗粒物,良,2012-9,12
2638,怀柔镇,40,I,-,优,2012-9,12
2639,东城东四,34,I,-,优,2012-9,13
2640,西城万寿西宫,21,I,-,优,2012-9,13
2641,朝阳奥体中心,31,I,-,优,2012-9,13
2642,海淀北京植物园,16,I,-,优,2012-9,13
2643,丰台花园,33,I,-,优,2012-9,13
2644,通州新城,42,I,-,优,2012-9,13
2645,怀柔镇,17,I,-,优,2012-9,13
2646,东城东四,42,I,-,优,2012-9,14
2647,西城万寿西宫,28,I,-,优,2012-9,14
2648,朝阳奥体中心,31,I,-,优,2012-9,14
2649,海淀北京植物园,18,I,-,优,2012-9,14
2650,丰台花园,31,I,-,优,2012-9,14
2651,通州新城,37,I,-,优,2012-9,14
2652,怀柔镇,24,I,-,优,2012-9,14
2653,东城东四,54,II,可吸入颗粒物,良,2012-9,15
2654,西城万寿西宫,52,II,可吸入颗粒物,良,2012-9,15
2655,朝阳奥体中心,58,II,可吸入颗粒物,良,2012-9,15
2656,海淀北京植物园,18,I,-,优,2012-9,15
2657,丰台花园,57,II,可吸入颗粒物,良,2012-9,15
2658,通州新城,50,I,-,优,2012-9,15
2659,怀柔镇,29,I,-,优,2012-9,15
2660,东城东四,73,II,可吸入颗粒物,良,2012-9,16
2661,西城万寿西宫,72,II,可吸入颗粒物,良,2012-9,16
2662,朝阳奥体中心,81,II,可吸入颗粒物,良,2012-9,16
2663,海淀北京植物园,45,I,-,优,2012-9,16
2664,丰台花园,66,II,可吸入颗粒物,良,2012-9,16
2665,通州新城,64,II,可吸入颗粒物,良,2012-9,16
2666,怀柔镇,44,I,-,优,2012-9,16
2667,东城东四,67,II,可吸入颗粒物,良,2012-9,17
2668,西城万寿西宫,65,II,可吸入颗粒物,良,2012-9,17
2669,朝阳奥体中心,69,II,可吸入颗粒物,良,2012-9,17
2670,海淀北京植物园,51,II,可吸入颗粒物,良,2012-9,17
2671,丰台花园,67,II,可吸入颗粒物,良,2012-9,17
2672,通州新城,64,II,可吸入颗粒物,良,2012-9,17
2673,怀柔镇,51,II,可吸入颗粒物,良,2012-9,17
2674,东城东四,66,II,可吸入颗粒物,良,2012-9,18
2675,西城万寿西宫,66,II,可吸入颗粒物,良,2012-9,18
2676,朝阳奥体中心,67,II,可吸入颗粒物,良,2012-9,18
2677,海淀北京植物园,52,II,可吸入颗粒物,良,2012-9,18
2678,丰台花园,68,II,可吸入颗粒物,良,2012-9,18
2679,通州新城,54,II,可吸入颗粒物,良,2012-9,18
2680,怀柔镇,36,I,-,优,2012-9,18
2681,东城东四,57,II,可吸入颗粒物,良,2012-9,19
2682,西城万寿西宫,55,II,可吸入颗粒物,良,2012-9,19
2683,朝阳奥体中心,61,II,可吸入颗粒物,良,2012-9,19
2684,海淀北京植物园,38,I,-,优,2012-9,19
2685,丰台花园,62,II,可吸入颗粒物,良,2012-9,19
2686,通州新城,64,II,可吸入颗粒物,良,2012-9,19
2687,怀柔镇,40,I,-,优,2012-9,19
2688,东城东四,103,III1,可吸入颗粒物,轻微污染,2012-9,20
2689,西城万寿西宫,100,II,可吸入颗粒物,良,2012-9,20
2690,朝阳奥体中心,99,II,可吸入颗粒物,良,2012-9,20
2691,海淀北京植物园,74,II,可吸入颗粒物,良,2012-9,20
2692,丰台花园,96,II,可吸入颗粒物,良,2012-9,20
2693,通州新城,100,II,可吸入颗粒物,良,2012-9,20
2694,怀柔镇,65,II,可吸入颗粒物,良,2012-9,20
2695,东城东四,129,III1,可吸入颗粒物,轻微污染,2012-9,21
2696,西城万寿西宫,129,III1,可吸入颗粒物,轻微污染,2012-9,21
2697,朝阳奥体中心,139,III1,可吸入颗粒物,轻微污染,2012-9,21
2698,海淀北京植物园,108,III1,可吸入颗粒物,轻微污染,2012-9,21
2699,丰台花园,125,III1,可吸入颗粒物,轻微污染,2012-9,21
2700,通州新城,114,III1,可吸入颗粒物,轻微污染,2012-9,21
2701,怀柔镇,108,III1,可吸入颗粒物,轻微污染,2012-9,21
2702,东城东四,89,II,可吸入颗粒物,良,2012-9,22
2703,西城万寿西宫,88,II,可吸入颗粒物,良,2012-9,22
2704,朝阳奥体中心,100,II,可吸入颗粒物,良,2012-9,22
2705,海淀北京植物园,87,II,可吸入颗粒物,良,2012-9,22
2706,丰台花园,87,II,可吸入颗粒物,良,2012-9,22
2707,通州新城,93,II,可吸入颗粒物,良,2012-9,22
2708,怀柔镇,99,II,可吸入颗粒物,良,2012-9,22
2709,东城东四,89,II,可吸入颗粒物,良,2012-9,23
2710,西城万寿西宫,89,II,可吸入颗粒物,良,2012-9,23
2711,朝阳奥体中心,90,II,可吸入颗粒物,良,2012-9,23
2712,海淀北京植物园,73,II,可吸入颗粒物,良,2012-9,23
2713,丰台花园,90,II,可吸入颗粒物,良,2012-9,23
2714,通州新城,95,II,可吸入颗粒物,良,2012-9,23
2715,怀柔镇,66,II,可吸入颗粒物,良,2012-9,23
2716,东城东四,79,II,可吸入颗粒物,良,2012-9,24
2717,西城万寿西宫,85,II,可吸入颗粒物,良,2012-9,24
2718,朝阳奥体中心,73,II,可吸入颗粒物,良,2012-9,24
2719,海淀北京植物园,67,II,可吸入颗粒物,良,2012-9,24
2720,丰台花园,77,II,可吸入颗粒物,良,2012-9,24
2721,通州新城,105,III1,可吸入颗粒物,轻微污染,2012-9,24
2722,怀柔镇,55,II,可吸入颗粒物,良,2012-9,24
2723,东城东四,72,II,可吸入颗粒物,良,2012-9,25
2724,西城万寿西宫,74,II,可吸入颗粒物,良,2012-9,25
2725,朝阳奥体中心,82,II,可吸入颗粒物,良,2012-9,25
2726,海淀北京植物园,72,II,可吸入颗粒物,良,2012-9,25
2727,丰台花园,72,II,可吸入颗粒物,良,2012-9,25
2728,通州新城,77,II,可吸入颗粒物,良,2012-9,25
2729,怀柔镇,80,II,可吸入颗粒物,良,2012-9,25
2730,东城东四,31,I,-,优,2012-9,26
2731,西城万寿西宫,29,I,-,优,2012-9,26
2732,朝阳奥体中心,25,I,-,优,2012-9,26
2733,海淀北京植物园,23,I,-,优,2012-9,26
2734,丰台花园,34,I,-,优,2012-9,26
2735,通州新城,24,I,-,优,2012-9,26
2736,怀柔镇,17,I,-,优,2012-9,26
2737,东城东四,71,II,可吸入颗粒物,良,2012-9,27
2738,西城万寿西宫,69,II,可吸入颗粒物,良,2012-9,27
2739,朝阳奥体中心,75,II,可吸入颗粒物,良,2012-9,27
2740,海淀北京植物园,39,I,-,优,2012-9,27
2741,丰台花园,68,II,可吸入颗粒物,良,2012-9,27
2742,通州新城,80,II,可吸入颗粒物,良,2012-9,27
2743,怀柔镇,52,II,可吸入颗粒物,良,2012-9,27
2744,东城东四,16,I,-,优,2012-9,28
2745,西城万寿西宫,14,I,-,优,2012-9,28
2746,朝阳奥体中心,8,I,-,优,2012-9,28
2747,海淀北京植物园,9,I,-,优,2012-9,28
2748,丰台花园,23,I,-,优,2012-9,28
2749,通州新城,22,I,-,优,2012-9,28
2750,怀柔镇,5,I,-,优,2012-9,28
2751,东城东四,29,I,-,优,2012-9,29
2752,西城万寿西宫,23,I,-,优,2012-9,29
2753,朝阳奥体中心,22,I,-,优,2012-9,29
2754,海淀北京植物园,15,I,-,优,2012-9,29
2755,丰台花园,42,I,-,优,2012-9,29
2756,通州新城,32,I,-,优,2012-9,29
2757,怀柔镇,23,I,-,优,2012-9,29
2758,东城东四,49,I,-,优,2012-9,30
2759,西城万寿西宫,30,I,-,优,2012-9,30
2760,朝阳奥体中心,39,I,-,优,2012-9,30
2761,海淀北京植物园,14,I,-,优,2012-9,30
2762,丰台花园,50,I,-,优,2012-9,30
2763,通州新城,51,II,可吸入颗粒物,良,2012-9,30
2764,怀柔镇,37,I,-,优,2012-9,30
2765,东城东四,55,II,可吸入颗粒物,良,2012-10,1
2766,西城万寿西宫,54,II,可吸入颗粒物,良,2012-10,1
2767,朝阳奥体中心,63,II,可吸入颗粒物,良,2012-10,1
2768,海淀北京植物园,34,I,-,优,2012-10,1
2769,丰台花园,59,II,可吸入颗粒物,良,2012-10,1
2770,通州新城,74,II,可吸入颗粒物,良,2012-10,1
2771,怀柔镇,37,I,-,优,2012-10,1
2772,东城东四,87,II,可吸入颗粒物,良,2012-10,2
2773,西城万寿西宫,84,II,可吸入颗粒物,良,2012-10,2
2774,朝阳奥体中心,92,II,可吸入颗粒物,良,2012-10,2
2775,海淀北京植物园,61,II,可吸入颗粒物,良,2012-10,2
2776,丰台花园,85,II,可吸入颗粒物,良,2012-10,2
2777,通州新城,106,III1,可吸入颗粒物,轻微污染,2012-10,2
2778,怀柔镇,60,II,可吸入颗粒物,良,2012-10,2
2779,东城东四,118,III1,可吸入颗粒物,轻微污染,2012-10,3
2780,西城万寿西宫,111,III1,可吸入颗粒物,轻微污染,2012-10,3
2781,朝阳奥体中心,111,III1,可吸入颗粒物,轻微污染,2012-10,3
2782,海淀北京植物园,94,II,可吸入颗粒物,良,2012-10,3
2783,丰台花园,109,III1,可吸入颗粒物,轻微污染,2012-10,3
2784,通州新城,109,III1,可吸入颗粒物,轻微污染,2012-10,3
2785,怀柔镇,100,II,可吸入颗粒物,良,2012-10,3
2786,东城东四,29,I,-,优,2012-10,4
2787,西城万寿西宫,21,I,-,优,2012-10,4
2788,朝阳奥体中心,34,I,-,优,2012-10,4
2789,海淀北京植物园,18,I,-,优,2012-10,4
2790,丰台花园,41,I,-,优,2012-10,4
2791,通州新城,32,I,-,优,2012-10,4
2792,怀柔镇,34,I,-,优,2012-10,4
2793,东城东四,45,I,-,优,2012-10,5
2794,西城万寿西宫,43,I,-,优,2012-10,5
2795,朝阳奥体中心,50,I,-,优,2012-10,5
2796,海淀北京植物园,19,I,-,优,2012-10,5
2797,丰台花园,54,II,可吸入颗粒物,良,2012-10,5
2798,通州新城,70,II,可吸入颗粒物,良,2012-10,5
2799,怀柔镇,33,I,-,优,2012-10,5
2800,东城东四,86,II,可吸入颗粒物,良,2012-10,6
2801,西城万寿西宫,80,II,可吸入颗粒物,良,2012-10,6
2802,朝阳奥体中心,84,II,可吸入颗粒物,良,2012-10,6
2803,海淀北京植物园,58,II,可吸入颗粒物,良,2012-10,6
2804,丰台花园,78,II,可吸入颗粒物,良,2012-10,6
2805,通州新城,100,II,可吸入颗粒物,良,2012-10,6
2806,怀柔镇,56,II,可吸入颗粒物,良,2012-10,6
2807,东城东四,91,II,可吸入颗粒物,良,2012-10,7
2808,西城万寿西宫,91,II,可吸入颗粒物,良,2012-10,7
2809,朝阳奥体中心,91,II,可吸入颗粒物,良,2012-10,7
2810,海淀北京植物园,68,II,可吸入颗粒物,良,2012-10,7
2811,丰台花园,94,II,可吸入颗粒物,良,2012-10,7
2812,通州新城,100,II,可吸入颗粒物,良,2012-10,7
2813,怀柔镇,56,II,可吸入颗粒物,良,2012-10,7
2814,东城东四,124,III1,可吸入颗粒物,轻微污染,2012-10,8
2815,西城万寿西宫,124,III1,可吸入颗粒物,轻微污染,2012-10,8
2816,朝阳奥体中心,131,III1,可吸入颗粒物,轻微污染,2012-10,8
2817,海淀北京植物园,116,III1,可吸入颗粒物,轻微污染,2012-10,8
2818,丰台花园,126,III1,可吸入颗粒物,轻微污染,2012-10,8
2819,通州新城,113,III1,可吸入颗粒物,轻微污染,2012-10,8
2820,怀柔镇,108,III1,可吸入颗粒物,轻微污染,2012-10,8
2821,东城东四,150,III1,可吸入颗粒物,轻微污染,2012-10,9
2822,西城万寿西宫,153,III2,可吸入颗粒物,轻度污染,2012-10,9
2823,朝阳奥体中心,141,III1,可吸入颗粒物,轻微污染,2012-10,9
2824,海淀北京植物园,118,III1,可吸入颗粒物,轻微污染,2012-10,9
2825,丰台花园,151,III2,可吸入颗粒物,轻度污染,2012-10,9
2826,通州新城,149,III1,可吸入颗粒物,轻微污染,2012-10,9
2827,怀柔镇,130,III1,可吸入颗粒物,轻微污染,2012-10,9
2828,东城东四,22,I,-,优,2012-10,10
2829,西城万寿西宫,17,I,-,优,2012-10,10
2830,朝阳奥体中心,19,I,-,优,2012-10,10
2831,海淀北京植物园,9,I,-,优,2012-10,10
2832,丰台花园,32,I,-,优,2012-10,10
2833,通州新城,20,I,-,优,2012-10,10
2834,怀柔镇,8,I,-,优,2012-10,10
2835,东城东四,81,II,可吸入颗粒物,良,2012-10,11
2836,西城万寿西宫,89,II,可吸入颗粒物,良,2012-10,11
2837,朝阳奥体中心,70,II,可吸入颗粒物,良,2012-10,11
2838,海淀北京植物园,51,II,可吸入颗粒物,良,2012-10,11
2839,丰台花园,86,II,可吸入颗粒物,良,2012-10,11
2840,通州新城,69,II,可吸入颗粒物,良,2012-10,11
2841,怀柔镇,54,II,可吸入颗粒物,良,2012-10,11
2842,东城东四,117,III1,可吸入颗粒物,轻微污染,2012-10,12
2843,西城万寿西宫,118,III1,可吸入颗粒物,轻微污染,2012-10,12
2844,朝阳奥体中心,125,III1,可吸入颗粒物,轻微污染,2012-10,12
2845,海淀北京植物园,125,III1,可吸入颗粒物,轻微污染,2012-10,12
2846,丰台花园,119,III1,可吸入颗粒物,轻微污染,2012-10,12
2847,通州新城,94,II,可吸入颗粒物,良,2012-10,12
2848,怀柔镇,111,III1,可吸入颗粒物,轻微污染,2012-10,12
2849,东城东四,107,III1,可吸入颗粒物,轻微污染,2012-10,13
2850,西城万寿西宫,98,II,可吸入颗粒物,良,2012-10,13
2851,朝阳奥体中心,93,II,可吸入颗粒物,良,2012-10,13
2852,海淀北京植物园,82,II,可吸入颗粒物,良,2012-10,13
2853,丰台花园,95,II,可吸入颗粒物,良,2012-10,13
2854,通州新城,103,III1,可吸入颗粒物,轻微污染,2012-10,13
2855,怀柔镇,86,II,可吸入颗粒物,良,2012-10,13
2856,东城东四,51,II,可吸入颗粒物,良,2012-10,14
2857,西城万寿西宫,32,I,-,优,2012-10,14
2858,朝阳奥体中心,53,II,可吸入颗粒物,良,2012-10,14
2859,海淀北京植物园,25,I,-,优,2012-10,14
2860,丰台花园,39,I,-,优,2012-10,14
2861,通州新城,49,I,-,优,2012-10,14
2862,怀柔镇,18,I,-,优,2012-10,14
2863,东城东四,85,II,可吸入颗粒物,良,2012-10,15
2864,西城万寿西宫,85,II,可吸入颗粒物,良,2012-10,15
2865,朝阳奥体中心,91,II,可吸入颗粒物,良,2012-10,15
2866,海淀北京植物园,68,II,可吸入颗粒物,良,2012-10,15
2867,丰台花园,85,II,可吸入颗粒物,良,2012-10,15
2868,通州新城,83,II,可吸入颗粒物,良,2012-10,15
2869,怀柔镇,69,II,可吸入颗粒物,良,2012-10,15
2870,东城东四,82,II,可吸入颗粒物,良,2012-10,16
2871,西城万寿西宫,76,II,可吸入颗粒物,良,2012-10,16
2872,朝阳奥体中心,80,II,可吸入颗粒物,良,2012-10,16
2873,海淀北京植物园,72,II,可吸入颗粒物,良,2012-10,16
2874,丰台花园,78,II,可吸入颗粒物,良,2012-10,16
2875,通州新城,84,II,可吸入颗粒物,良,2012-10,16
2876,怀柔镇,65,II,可吸入颗粒物,良,2012-10,16
2877,东城东四,26,I,-,优,2012-10,17
2878,西城万寿西宫,22,I,-,优,2012-10,17
2879,朝阳奥体中心,33,I,-,优,2012-10,17
2880,海淀北京植物园,11,I,-,优,2012-10,17
2881,丰台花园,26,I,-,优,2012-10,17
2882,通州新城,34,I,-,优,2012-10,17
2883,怀柔镇,8,I,-,优,2012-10,17
2884,东城东四,70,II,可吸入颗粒物,良,2012-10,18
2885,西城万寿西宫,69,II,可吸入颗粒物,良,2012-10,18
2886,朝阳奥体中心,72,II,可吸入颗粒物,良,2012-10,18
2887,海淀北京植物园,52,II,可吸入颗粒物,良,2012-10,18
2888,丰台花园,75,II,可吸入颗粒物,良,2012-10,18
2889,通州新城,69,II,可吸入颗粒物,良,2012-10,18
2890,怀柔镇,43,I,-,优,2012-10,18
2891,东城东四,88,II,可吸入颗粒物,良,2012-10,19
2892,西城万寿西宫,89,II,可吸入颗粒物,良,2012-10,19
2893,朝阳奥体中心,88,II,可吸入颗粒物,良,2012-10,19
2894,海淀北京植物园,61,II,可吸入颗粒物,良,2012-10,19
2895,丰台花园,92,II,可吸入颗粒物,良,2012-10,19
2896,通州新城,89,II,可吸入颗粒物,良,2012-10,19
2897,怀柔镇,56,II,可吸入颗粒物,良,2012-10,19
2898,东城东四,153,III2,可吸入颗粒物,轻度污染,2012-10,20
2899,西城万寿西宫,147,III1,可吸入颗粒物,轻微污染,2012-10,20
2900,朝阳奥体中心,149,III1,可吸入颗粒物,轻微污染,2012-10,20
2901,海淀北京植物园,119,III1,可吸入颗粒物,轻微污染,2012-10,20
2902,丰台花园,148,III1,可吸入颗粒物,轻微污染,2012-10,20
2903,通州新城,127,III1,可吸入颗粒物,轻微污染,2012-10,20
2904,怀柔镇,105,III1,可吸入颗粒物,轻微污染,2012-10,20
2905,东城东四,79,II,可吸入颗粒物,良,2012-10,21
2906,西城万寿西宫,78,II,可吸入颗粒物,良,2012-10,21
2907,朝阳奥体中心,79,II,可吸入颗粒物,良,2012-10,21
2908,海淀北京植物园,71,II,可吸入颗粒物,良,2012-10,21
2909,丰台花园,73,II,可吸入颗粒物,良,2012-10,21
2910,通州新城,73,II,可吸入颗粒物,良,2012-10,21
2911,怀柔镇,85,II,可吸入颗粒物,良,2012-10,21
2912,东城东四,31,I,-,优,2012-10,22
2913,西城万寿西宫,29,I,-,优,2012-10,22
2914,朝阳奥体中心,27,I,-,优,2012-10,22
2915,海淀北京植物园,17,I,-,优,2012-10,22
2916,丰台花园,32,I,-,优,2012-10,22
2917,通州新城,32,I,-,优,2012-10,22
2918,怀柔镇,20,I,-,优,2012-10,22
2919,东城东四,54,II,可吸入颗粒物,良,2012-10,23
2920,西城万寿西宫,54,II,可吸入颗粒物,良,2012-10,23
2921,朝阳奥体中心,61,II,可吸入颗粒物,良,2012-10,23
2922,海淀北京植物园,22,I,-,优,2012-10,23
2923,丰台花园,69,II,可吸入颗粒物,良,2012-10,23
2924,通州新城,67,II,可吸入颗粒物,良,2012-10,23
2925,怀柔镇,25,I,-,优,2012-10,23
2926,东城东四,100,II,可吸入颗粒物,良,2012-10,24
2927,西城万寿西宫,95,II,可吸入颗粒物,良,2012-10,24
2928,朝阳奥体中心,100,II,可吸入颗粒物,良,2012-10,24
2929,海淀北京植物园,64,II,可吸入颗粒物,良,2012-10,24
2930,丰台花园,114,III1,可吸入颗粒物,轻微污染,2012-10,24
2931,通州新城,89,II,可吸入颗粒物,良,2012-10,24
2932,怀柔镇,75,II,可吸入颗粒物,良,2012-10,24
2933,东城东四,99,II,可吸入颗粒物,良,2012-10,25
2934,西城万寿西宫,94,II,可吸入颗粒物,良,2012-10,25
2935,朝阳奥体中心,100,II,可吸入颗粒物,良,2012-10,25
2936,海淀北京植物园,68,II,可吸入颗粒物,良,2012-10,25
2937,丰台花园,109,III1,可吸入颗粒物,轻微污染,2012-10,25
2938,通州新城,98,II,可吸入颗粒物,良,2012-10,25
2939,怀柔镇,73,II,可吸入颗粒物,良,2012-10,25
2940,东城东四,178,III2,可吸入颗粒物,轻度污染,2012-10,26
2941,西城万寿西宫,173,III2,可吸入颗粒物,轻度污染,2012-10,26
2942,朝阳奥体中心,176,III2,可吸入颗粒物,轻度污染,2012-10,26
2943,海淀北京植物园,150,III1,可吸入颗粒物,轻微污染,2012-10,26
2944,丰台花园,167,III2,可吸入颗粒物,轻度污染,2012-10,26
2945,通州新城,142,III1,可吸入颗粒物,轻微污染,2012-10,26
2946,怀柔镇,134,III1,可吸入颗粒物,轻微污染,2012-10,26
2947,东城东四,165,III2,可吸入颗粒物,轻度污染,2012-10,27
2948,西城万寿西宫,161,III2,可吸入颗粒物,轻度污染,2012-10,27
2949,朝阳奥体中心,161,III2,可吸入颗粒物,轻度污染,2012-10,27
2950,海淀北京植物园,122,III1,可吸入颗粒物,轻微污染,2012-10,27
2951,丰台花园,156,III2,可吸入颗粒物,轻度污染,2012-10,27
2952,通州新城,162,III2,可吸入颗粒物,轻度污染,2012-10,27
2953,怀柔镇,152,III2,可吸入颗粒物,轻度污染,2012-10,27
2954,东城东四,22,I,-,优,2012-10,28
2955,西城万寿西宫,17,I,-,优,2012-10,28
2956,朝阳奥体中心,24,I,-,优,2012-10,28
2957,海淀北京植物园,16,I,-,优,2012-10,28
2958,丰台花园,26,I,-,优,2012-10,28
2959,通州新城,27,I,-,优,2012-10,28
2960,怀柔镇,9,I,-,优,2012-10,28
2961,东城东四,59,II,可吸入颗粒物,良,2012-10,29
2962,西城万寿西宫,59,II,可吸入颗粒物,良,2012-10,29
2963,朝阳奥体中心,58,II,可吸入颗粒物,良,2012-10,29
2964,海淀北京植物园,59,II,可吸入颗粒物,良,2012-10,29
2965,丰台花园,56,II,可吸入颗粒物,良,2012-10,29
2966,通州新城,55,II,可吸入颗粒物,良,2012-10,29
2967,怀柔镇,58,II,可吸入颗粒物,良,2012-10,29
2968,东城东四,34,I,-,优,2012-10,30
2969,西城万寿西宫,29,I,-,优,2012-10,30
2970,朝阳奥体中心,40,I,-,优,2012-10,30
2971,海淀北京植物园,22,I,-,优,2012-10,30
2972,丰台花园,35,I,-,优,2012-10,30
2973,通州新城,49,I,-,优,2012-10,30
2974,怀柔镇,42,I,-,优,2012-10,30
2975,东城东四,51,II,可吸入颗粒物,良,2012-10,31
2976,西城万寿西宫,47,I,-,优,2012-10,31
2977,朝阳奥体中心,43,I,-,优,2012-10,31
2978,海淀北京植物园,36,I,-,优,2012-10,31
2979,丰台花园,52,II,可吸入颗粒物,良,2012-10,31
2980,通州新城,58,II,可吸入颗粒物,良,2012-10,31
2981,怀柔镇,55,II,可吸入颗粒物,良,2012-10,31
2982,东城东四,76,II,可吸入颗粒物,良,2012-11,1
2983,西城万寿西宫,71,II,可吸入颗粒物,良,2012-11,1
2984,朝阳奥体中心,68,II,可吸入颗粒物,良,2012-11,1
2985,海淀北京植物园,55,II,可吸入颗粒物,良,2012-11,1
2986,丰台花园,76,II,可吸入颗粒物,良,2012-11,1
2987,通州新城,74,II,可吸入颗粒物,良,2012-11,1
2988,怀柔镇,45,I,-,优,2012-11,1
2989,东城东四,104,III1,可吸入颗粒物,轻微污染,2012-11,2
2990,西城万寿西宫,102,III1,可吸入颗粒物,轻微污染,2012-11,2
2991,朝阳奥体中心,102,III1,可吸入颗粒物,轻微污染,2012-11,2
2992,海淀北京植物园,92,II,可吸入颗粒物,良,2012-11,2
2993,丰台花园,102,III1,可吸入颗粒物,轻微污染,2012-11,2
2994,通州新城,91,II,可吸入颗粒物,良,2012-11,2
2995,怀柔镇,93,II,可吸入颗粒物,良,2012-11,2
2996,东城东四,134,III1,可吸入颗粒物,轻微污染,2012-11,3
2997,西城万寿西宫,134,III1,可吸入颗粒物,轻微污染,2012-11,3
2998,朝阳奥体中心,130,III1,可吸入颗粒物,轻微污染,2012-11,3
2999,海淀北京植物园,129,III1,可吸入颗粒物,轻微污染,2012-11,3
